questionsAnswered,correct_answers,timeSpent,halfCorrect,reversed,questionsSkipped,answerChanges,flaggedQuestions,label
30,26,15.89,2,2,16,4,4,fort
40,38,15.91,0,1,20,3,1,fort
33,33,19.73,0,0,8,2,1,fort
33,25,19.18,3,3,7,0,1,moyen
33,24,15.88,9,0,9,5,3,moyen
28,19,12.67,6,3,13,6,3,moyen
28,19,10.25,0,0,19,4,1,moyen
39,38,15.73,1,0,8,4,5,fort
34,30,11.61,1,2,2,6,0,fort
26,17,15.85,8,0,8,6,3,moyen
37,33,17.87,0,2,3,3,5,fort
29,25,15.05,1,2,18,1,2,moyen
30,25,14.66,3,1,14,5,4,moyen
33,22,15.59,7,1,5,3,4,moyen
28,21,12.99,7,0,17,1,1,moyen
26,19,15.92,1,0,15,6,2,moyen
36,34,15.78,1,1,18,0,2,fort
28,25,12.59,3,0,17,4,0,moyen
28,26,13.13,0,1,3,6,2,moyen
38,28,18.86,8,0,12,2,1,moyen
35,33,19.11,1,1,10,6,1,fort
26,23,14.58,1,2,5,3,2,moyen
34,30,13.68,2,1,7,0,2,fort
38,26,18.22,7,2,10,5,3,moyen
31,21,15.58,7,3,3,3,2,moyen
28,18,16.25,0,1,1,4,3,moyen
28,28,17.27,0,0,4,4,1,moyen
30,18,17.34,4,5,20,2,4,moyen
28,20,13.66,6,1,7,2,5,moyen
33,28,10.38,5,0,9,3,2,moyen
38,35,12.43,1,0,2,5,3,fort
32,27,18.12,3,0,12,2,1,moyen
27,24,13.84,2,0,7,4,5,moyen
26,24,13.7,0,2,18,5,0,moyen
31,28,19.84,3,0,13,2,2,moyen
26,26,17.41,0,0,3,1,4,moyen
26,19,15.44,1,0,16,3,4,moyen
38,28,14.14,8,1,8,2,1,moyen
28,23,14.72,2,2,10,6,0,moyen
34,30,17.29,1,0,2,2,4,fort
31,27,14.84,1,1,17,0,0,fort
30,21,19.86,6,2,20,3,2,moyen
37,32,12.7,4,1,8,5,5,moyen
31,23,12.95,2,3,8,5,5,moyen
38,35,16.68,1,2,16,4,3,fort
26,16,12.37,10,0,4,6,4,moyen
34,21,13.59,9,3,7,4,3,moyen
36,23,17.31,4,1,4,0,4,moyen
29,25,10.91,2,2,20,4,2,moyen
34,27,13.88,6,0,14,2,3,moyen
34,32,11.72,1,1,3,3,4,fort
28,28,15.47,0,0,5,6,1,moyen
26,23,11.6,1,1,4,2,0,moyen
28,27,19.62,0,1,7,3,3,moyen
30,24,15.54,0,4,17,3,2,moyen
40,35,19.51,3,2,6,1,0,moyen
40,36,10.26,3,0,19,4,5,moyen
27,20,15.57,4,3,0,2,0,moyen
30,20,13.84,3,2,5,4,0,moyen
34,28,16.42,2,2,0,5,2,moyen
33,24,12.57,5,2,7,5,3,moyen
26,26,14.98,0,0,11,5,0,moyen
37,23,19.72,3,5,15,0,5,moyen
33,29,12.99,4,0,12,3,0,moyen
35,25,15.97,1,0,9,4,0,moyen
38,26,15.42,10,1,1,4,0,moyen
32,29,19.09,3,0,3,0,1,moyen
30,24,19.73,5,0,20,6,2,moyen
26,18,15.55,0,3,12,5,5,moyen
35,32,13.27,3,0,7,2,5,moyen
38,31,18.25,3,1,8,5,0,moyen
27,18,19.77,2,3,5,5,2,moyen
33,28,13.84,3,1,1,0,3,moyen
33,23,19.17,4,3,15,0,1,moyen
33,33,14.16,0,0,3,2,1,fort
39,34,17.94,5,0,18,6,4,moyen
31,30,10.64,1,0,16,0,3,fort
39,34,19.04,1,0,8,5,0,fort
31,21,14.97,6,2,8,4,1,moyen
30,25,13.3,0,4,11,4,5,moyen
28,26,19.35,1,0,0,0,1,moyen
34,22,18.14,6,2,8,0,4,moyen
31,27,11.22,4,0,6,5,5,moyen
29,25,16.39,3,1,15,4,4,moyen
35,29,14.67,3,1,20,6,2,moyen
31,21,16.49,3,5,16,6,4,moyen
33,29,15.8,0,0,2,6,3,fort
33,30,14.66,1,2,12,2,2,fort
37,34,15.32,1,2,14,1,4,fort
36,28,10.5,1,0,10,0,5,moyen
34,32,14.29,1,0,7,5,0,fort
27,25,19.02,1,0,11,0,0,moyen
33,33,13.15,0,0,15,4,4,fort
27,21,10.51,2,1,12,4,2,moyen
37,29,18.76,7,1,10,1,5,moyen
39,24,18.89,7,3,9,5,0,moyen
39,38,11.67,1,0,15,6,2,fort
29,24,12.54,0,1,9,1,1,moyen
28,23,17.65,0,0,12,2,3,moyen
26,18,13.81,1,1,9,6,1,moyen
33,33,16.62,0,0,20,6,1,fort
34,23,13.5,0,2,12,2,4,moyen
28,26,14.06,0,2,11,4,4,moyen
36,29,17.9,4,1,0,2,3,moyen
39,37,11.88,2,0,18,2,4,fort
39,24,19.9,2,5,3,1,2,moyen
32,28,16.31,2,2,12,1,2,fort
27,19,17.9,0,3,10,3,0,moyen
34,24,15.44,5,0,19,1,1,moyen
37,26,15.41,10,1,19,5,5,moyen
32,20,16.17,1,3,12,1,0,moyen
28,27,16.79,0,1,18,1,2,moyen
29,29,13.19,0,0,4,3,4,moyen
33,24,11.48,2,0,15,4,0,moyen
37,36,19.76,1,0,0,2,1,fort
39,34,10.73,0,4,20,2,1,moyen
36,33,16.81,0,0,16,2,5,fort
35,24,14.42,2,2,4,2,0,moyen
27,25,14.56,2,0,6,4,5,moyen
40,24,10.76,9,1,9,5,4,moyen
34,28,19.14,6,0,2,2,3,moyen
30,21,17.82,1,1,4,0,2,moyen
34,27,17.33,2,0,4,6,0,moyen
27,19,15.17,0,2,7,6,0,moyen
33,21,11.98,7,0,3,3,5,moyen
34,22,13.74,8,1,0,1,5,moyen
38,31,19.98,7,0,5,6,5,moyen
28,18,18.76,8,0,18,1,5,moyen
29,25,16.8,4,0,1,3,3,moyen
27,24,10.1,3,0,11,6,2,moyen
30,21,18.83,2,4,14,2,0,moyen
40,38,12.94,1,1,15,6,3,fort
27,17,13.74,2,4,4,6,2,moyen
40,30,16.7,8,1,3,3,4,moyen
27,24,10.53,3,0,5,5,2,moyen
37,30,14.47,4,2,6,1,3,moyen
26,24,18.26,2,0,16,4,2,moyen
36,33,18.69,2,0,13,4,3,fort
31,26,14.52,2,0,12,1,0,moyen
29,18,12.52,5,5,5,4,0,moyen
40,26,13.84,6,4,6,6,1,moyen
38,25,13.24,10,3,2,0,1,moyen
37,27,17.13,6,1,8,4,5,moyen
38,27,10.54,1,1,19,4,3,moyen
29,23,11.07,6,0,5,5,0,moyen
28,18,10.19,6,2,0,1,3,moyen
40,31,17.04,3,1,2,2,4,moyen
40,29,19.32,8,3,11,3,1,moyen
29,18,12.7,3,4,19,3,5,moyen
37,25,14.11,2,0,11,6,1,moyen
30,25,16.05,1,4,6,2,2,moyen
29,20,11.16,5,1,1,5,0,moyen
35,22,19.4,0,1,4,2,2,moyen
26,16,13.71,5,4,17,6,3,moyen
32,21,17.99,5,1,0,2,3,moyen
34,26,15.13,0,4,15,0,1,moyen
38,38,18.05,0,0,15,2,3,fort
28,27,14.01,0,1,19,5,5,moyen
31,22,13.77,4,0,9,1,1,moyen
30,20,12.96,2,3,10,4,3,moyen
39,25,17.08,3,4,10,0,2,moyen
38,25,16.76,1,2,11,0,5,moyen
38,24,16.62,1,4,5,5,2,moyen
35,25,13.64,7,2,16,5,1,moyen
29,25,10.92,3,0,10,2,0,moyen
32,30,18.73,2,0,18,2,5,fort
36,36,14.22,0,0,6,5,5,très fort
33,20,17.57,8,2,14,0,2,moyen
36,29,14.23,0,3,20,5,4,moyen
30,25,12.55,3,0,13,1,4,moyen
31,23,10.39,1,5,10,4,0,moyen
27,25,13.5,0,0,7,1,5,moyen
27,20,13.63,2,0,15,1,4,moyen
28,23,14.7,2,0,0,2,0,moyen
35,25,18.45,6,0,19,1,3,moyen
30,22,10.54,7,1,5,3,1,moyen
28,22,10.95,0,5,2,5,1,moyen
27,17,12.02,1,3,20,5,3,moyen
37,28,15.2,2,3,14,1,4,moyen
39,35,14.93,1,1,20,3,2,fort
39,30,13.46,6,1,14,3,1,moyen
39,32,10.33,7,0,15,1,1,moyen
39,28,11.82,1,2,15,0,5,moyen
36,24,17.09,3,0,5,2,2,moyen
29,25,10.1,3,1,12,2,2,moyen
37,25,12.64,10,1,10,3,0,moyen
39,28,18.33,0,0,6,0,1,moyen
31,20,11.47,7,2,20,0,1,moyen
37,23,18.7,1,5,5,3,1,moyen
27,19,16.51,6,1,0,3,3,moyen
35,23,18.37,5,2,3,0,0,moyen
26,23,14.85,0,1,10,6,4,moyen
28,25,19.04,1,0,2,1,0,moyen
32,30,15.51,2,0,11,1,4,fort
28,27,10.32,0,0,20,3,0,moyen
28,19,16.0,5,1,18,4,5,moyen
26,22,13.52,3,0,7,5,2,moyen
27,25,16.28,1,1,5,3,0,moyen
40,29,10.05,2,2,13,0,3,moyen
39,33,18.45,5,1,12,3,1,moyen
35,29,10.86,2,4,16,4,2,moyen
30,27,10.5,0,0,6,0,1,fort
36,33,11.44,3,0,19,0,3,moyen
36,32,15.58,4,0,7,4,5,moyen
28,27,13.39,1,0,20,0,3,moyen
34,21,19.94,4,2,1,2,3,moyen
36,35,16.69,1,0,13,2,4,fort
30,20,16.64,10,0,4,2,5,moyen
26,19,11.03,1,2,2,5,0,moyen
27,24,11.2,3,0,4,0,1,moyen
40,36,18.43,3,0,7,0,2,moyen
26,19,12.51,4,3,5,2,5,moyen
39,39,10.8,0,0,7,5,2,très fort
26,19,13.24,2,1,13,4,4,moyen
26,24,13.27,2,0,0,1,1,moyen
28,17,10.57,10,0,4,4,4,moyen
32,28,15.79,3,0,10,4,3,moyen
34,28,19.93,1,0,5,1,5,moyen
32,26,17.64,4,1,3,0,3,moyen
33,24,16.57,2,1,1,0,2,moyen
34,31,19.06,3,0,17,1,3,moyen
30,21,18.31,2,2,3,3,2,moyen
37,29,14.74,1,1,10,1,2,moyen
27,26,19.39,0,1,14,2,2,moyen
28,23,16.45,0,0,2,6,1,moyen
27,17,18.6,0,2,10,4,2,moyen
26,22,12.26,4,0,8,4,1,moyen
26,24,12.96,2,0,8,2,0,moyen
36,29,11.09,7,0,16,3,3,moyen
37,27,16.62,3,5,18,4,3,moyen
36,22,17.7,7,1,2,4,0,moyen
28,18,13.98,6,4,7,6,5,moyen
35,32,11.06,1,1,20,5,2,fort
32,23,10.99,3,1,10,1,2,moyen
36,27,17.19,9,0,18,2,1,moyen
26,19,17.05,1,3,14,6,3,moyen
39,34,11.66,0,3,9,0,3,moyen
36,29,10.11,7,0,10,4,2,moyen
28,20,17.97,7,0,12,0,5,moyen
31,22,19.68,9,0,4,1,1,moyen
36,25,10.02,10,1,0,3,2,moyen
29,20,19.82,2,4,0,4,5,moyen
39,37,16.31,0,2,12,4,0,fort
27,18,19.47,9,0,17,1,2,moyen
32,29,10.87,1,2,13,5,1,fort
40,27,13.66,9,2,6,1,2,moyen
35,21,13.01,8,4,8,1,4,moyen
30,24,12.13,3,1,8,1,3,moyen
34,27,19.95,7,0,5,4,4,moyen
31,28,15.77,1,2,6,1,2,fort
29,24,10.19,4,1,13,0,4,moyen
33,31,13.17,0,2,6,5,5,fort
33,28,15.92,0,3,0,0,1,moyen
40,25,17.76,5,2,18,3,3,moyen
35,32,14.51,0,3,0,5,5,moyen
31,29,16.47,2,0,16,4,1,fort
34,32,19.23,0,0,10,1,4,fort
40,30,17.64,9,1,0,1,0,moyen
34,25,19.78,4,2,19,0,5,moyen
30,28,11.04,2,0,7,4,0,fort
33,21,12.82,7,1,7,4,2,moyen
30,27,12.79,1,0,4,1,2,fort
28,26,19.37,2,0,6,3,0,moyen
28,20,19.12,1,3,2,0,5,moyen
30,19,11.11,9,0,11,5,2,moyen
33,30,17.73,3,0,16,0,5,moyen
37,31,15.68,2,3,14,1,1,moyen
29,27,17.06,2,0,8,4,2,moyen
37,24,19.02,4,0,11,1,3,moyen
35,27,14.6,4,2,3,4,0,moyen
29,26,13.58,0,3,4,3,0,moyen
33,30,16.61,0,0,7,5,0,fort
37,24,15.62,0,5,13,0,5,moyen
34,34,16.18,0,0,16,2,1,fort
29,24,14.89,5,0,13,6,3,moyen
33,25,12.26,7,1,16,4,1,moyen
40,26,16.53,10,0,17,4,0,moyen
36,25,10.89,3,4,11,5,4,moyen
29,28,10.41,0,1,17,4,1,moyen
36,31,16.13,5,0,1,6,4,moyen
30,21,14.89,8,1,20,1,4,moyen
30,24,11.33,5,1,7,4,1,moyen
27,21,12.35,3,3,7,2,4,moyen
36,27,11.53,8,1,10,5,2,moyen
32,26,10.98,5,1,9,0,3,moyen
36,33,15.49,2,0,13,2,5,fort
37,28,16.59,5,2,16,1,2,moyen
38,24,11.57,6,0,1,3,5,moyen
33,23,19.26,1,2,19,4,5,moyen
29,27,17.16,0,0,9,6,5,moyen
35,26,10.96,3,3,13,1,2,moyen
30,23,12.19,6,0,10,2,1,moyen
34,22,18.48,0,5,1,5,1,moyen
38,30,12.74,4,0,0,1,0,moyen
40,37,18.66,0,2,10,2,1,fort
30,21,13.48,4,4,11,4,1,moyen
35,32,12.22,1,1,17,0,1,fort
38,28,17.57,6,0,3,1,1,moyen
35,27,14.57,4,2,5,6,5,moyen
28,23,18.71,5,0,0,1,1,moyen
36,34,10.27,1,0,15,6,5,fort
26,20,11.21,2,2,3,0,4,moyen
40,35,12.14,3,0,8,3,5,moyen
28,28,18.51,0,0,16,4,3,moyen
30,26,17.38,3,1,20,6,4,moyen
30,24,13.28,5,1,17,0,3,moyen
38,26,18.08,5,0,0,5,2,moyen
31,19,12.42,4,1,2,5,3,moyen
32,31,15.31,1,0,18,0,0,fort
31,26,16.42,1,2,1,4,0,moyen
34,22,11.67,2,5,2,1,0,moyen
40,26,15.4,3,1,8,5,2,moyen
31,25,19.12,0,3,8,6,3,moyen
34,31,19.21,3,0,8,0,3,moyen
39,32,15.22,5,1,8,4,2,moyen
32,21,13.11,0,4,10,3,4,moyen
38,27,15.7,3,1,11,1,1,moyen
29,24,13.36,2,0,17,4,1,moyen
26,18,12.07,5,2,12,3,2,moyen
40,27,18.31,1,4,1,2,5,moyen
36,26,13.58,8,2,19,5,2,moyen
33,30,15.98,0,0,11,5,1,fort
27,20,14.42,4,3,7,0,1,moyen
28,19,19.46,8,0,3,3,5,moyen
37,24,11.15,0,0,3,4,5,moyen
26,18,10.02,3,2,18,4,4,moyen
31,30,16.62,0,1,10,4,0,fort
38,23,14.21,7,1,1,1,0,moyen
26,16,14.16,7,1,7,3,2,moyen
30,19,14.54,2,1,3,6,1,moyen
37,36,18.06,0,0,9,6,3,fort
31,26,17.53,3,1,12,1,3,moyen
34,21,10.64,6,0,0,5,5,moyen
26,26,17.85,0,0,7,0,3,moyen
34,30,19.34,2,0,13,2,2,fort
28,17,12.49,1,0,13,5,0,moyen
38,36,12.68,1,1,20,5,4,fort
29,29,18.86,0,0,4,0,0,moyen
30,24,15.39,1,4,1,1,5,moyen
26,18,12.24,7,1,9,4,5,moyen
36,26,18.58,9,1,6,1,2,moyen
35,30,17.18,3,1,14,6,3,moyen
26,26,16.14,0,0,12,4,1,moyen
36,34,17.27,0,2,4,3,4,fort
39,26,10.93,8,3,14,0,0,moyen
26,16,10.81,5,4,9,4,2,moyen
27,17,12.24,5,3,10,5,1,moyen
31,19,16.89,2,2,7,4,0,moyen
30,21,17.03,5,1,10,0,2,moyen
35,30,15.64,4,0,20,0,3,moyen
26,18,17.9,6,2,18,3,4,moyen
30,21,11.18,9,0,15,5,5,moyen
31,28,13.54,3,0,2,1,0,moyen
37,24,18.28,0,0,11,6,5,moyen
31,29,17.26,2,0,1,5,0,fort
34,25,11.24,7,2,17,4,3,moyen
30,29,12.25,1,0,18,4,1,fort
30,19,17.96,0,2,7,0,0,moyen
27,19,12.65,3,0,7,0,2,moyen
33,29,17.98,2,2,7,3,5,fort
31,25,17.14,6,0,13,4,3,moyen
27,21,11.2,5,1,8,2,0,moyen
39,25,19.26,3,1,2,3,1,moyen
40,34,16.08,2,1,0,3,0,fort
34,28,15.85,6,0,9,6,4,moyen
29,28,11.18,1,0,8,1,5,moyen
28,21,12.63,0,3,11,0,5,moyen
29,18,18.14,10,1,18,0,2,moyen
36,32,10.08,2,2,9,2,3,fort
40,31,17.06,6,1,12,4,3,moyen
36,27,12.57,8,1,5,1,5,moyen
28,19,10.03,6,3,14,6,5,moyen
33,23,16.13,4,4,20,1,0,moyen
29,20,13.07,1,1,6,0,5,moyen
39,36,16.38,0,3,19,2,4,moyen
33,27,12.65,3,0,15,2,0,moyen
40,36,15.61,1,2,20,3,0,fort
31,30,14.02,1,0,13,1,0,fort
30,20,10.94,7,1,19,3,4,moyen
40,39,12.28,1,0,2,5,4,fort
39,35,17.95,2,2,11,0,5,fort
30,30,17.33,0,0,20,3,1,fort
29,18,10.57,5,5,2,5,5,moyen
26,16,14.08,9,0,15,6,0,moyen
30,28,18.04,2,0,1,0,1,fort
31,26,10.1,3,0,10,1,4,moyen
27,23,19.78,2,0,14,1,1,moyen
29,27,19.88,0,0,18,3,3,moyen
40,28,14.69,3,3,8,4,5,moyen
31,27,14.17,1,3,1,1,4,moyen
34,26,19.05,2,0,0,1,3,moyen
34,31,17.46,0,3,7,0,0,moyen
29,29,17.65,0,0,13,1,5,moyen
37,28,14.28,5,1,10,6,2,moyen
26,26,11.83,0,0,17,3,4,moyen
40,27,16.65,7,2,0,6,4,moyen
27,19,18.08,5,0,15,1,0,moyen
40,40,16.66,0,0,11,4,1,fort
38,33,17.76,3,2,12,3,1,moyen
40,26,13.72,4,4,10,1,1,moyen
30,21,19.27,1,4,4,4,4,moyen
32,29,17.44,1,1,2,5,0,fort
39,37,19.2,2,0,9,2,5,fort
35,24,17.42,6,5,19,4,1,moyen
28,26,17.77,2,0,4,2,4,moyen
30,25,10.91,3,0,16,4,3,moyen
39,38,16.87,1,0,16,6,2,fort
39,37,15.07,1,0,6,3,0,fort
33,25,12.39,2,5,10,5,2,moyen
32,30,15.27,2,0,18,0,2,fort
26,20,14.0,4,2,3,4,0,moyen
29,19,12.11,10,0,12,4,4,moyen
35,33,15.66,0,1,12,6,4,fort
39,35,18.19,1,0,7,3,1,fort
37,24,14.68,4,1,18,3,0,moyen
34,30,13.7,0,0,11,2,0,fort
39,35,13.71,4,0,12,5,2,moyen
31,24,15.2,0,5,8,1,1,moyen
36,33,19.88,2,0,11,3,3,fort
31,23,14.53,4,4,9,5,3,moyen
28,21,19.74,0,0,16,1,4,moyen
28,22,10.93,5,1,13,5,5,moyen
26,18,13.62,6,1,8,2,1,moyen
34,33,15.93,1,0,19,1,3,fort
29,19,14.04,6,0,3,2,4,moyen
29,18,11.1,1,2,7,1,1,moyen
33,22,16.41,0,5,3,0,0,moyen
32,30,19.51,1,0,0,2,1,fort
28,23,17.71,4,1,10,0,1,moyen
27,25,11.99,2,0,7,5,5,moyen
36,36,13.19,0,0,6,5,1,très fort
26,17,14.64,3,5,3,0,0,moyen
28,20,10.66,6,0,9,6,0,moyen
30,28,14.63,2,0,5,5,3,fort
35,22,16.53,3,4,4,3,3,moyen
26,24,11.34,2,0,8,4,3,moyen
40,34,11.95,0,0,0,2,1,fort
32,26,10.36,2,3,11,2,2,moyen
34,27,10.28,6,1,11,2,4,moyen
29,25,17.46,3,0,16,5,4,moyen
26,26,11.17,0,0,17,3,1,moyen
28,22,13.93,4,0,19,3,4,moyen
39,31,18.97,2,5,18,1,3,moyen
37,37,11.21,0,0,7,1,2,très fort
32,20,14.72,4,1,10,1,4,moyen
31,20,13.11,9,1,11,5,0,moyen
30,22,16.6,4,3,2,5,5,moyen
30,22,10.65,5,0,8,3,2,moyen
27,21,18.82,4,2,17,2,4,moyen
40,36,15.72,2,0,11,6,2,fort
26,20,16.61,2,2,9,0,2,moyen
35,21,11.56,9,0,11,4,0,moyen
40,40,13.27,0,0,2,0,1,très fort
40,32,16.13,2,4,15,2,3,moyen
28,23,13.48,0,5,8,0,1,moyen
32,25,16.39,0,0,19,6,0,moyen
33,21,10.98,2,1,2,2,5,moyen
28,27,14.54,1,0,16,2,3,moyen
27,19,16.99,3,3,0,4,0,moyen
39,39,15.79,0,0,3,2,4,fort
40,25,19.31,2,4,9,1,3,moyen
36,33,15.86,1,0,14,4,1,fort
30,27,11.2,1,2,8,1,4,fort
35,26,19.21,7,2,20,5,1,moyen
38,29,15.89,5,0,6,1,4,moyen
34,21,11.35,4,2,5,3,4,moyen
34,30,17.45,2,1,1,4,3,fort
30,22,16.56,7,1,6,5,5,moyen
29,18,14.41,3,0,2,1,1,moyen
36,22,12.71,4,2,14,1,0,moyen
40,32,18.35,2,4,2,6,5,moyen
34,24,14.9,4,2,17,0,2,moyen
31,29,17.6,0,0,16,5,3,fort
39,27,10.62,1,2,0,4,2,moyen
32,25,15.93,0,1,14,4,3,moyen
36,30,19.99,2,3,19,2,0,moyen
31,23,12.21,2,5,4,2,4,moyen
27,25,17.01,0,1,19,0,1,moyen
33,25,13.67,1,4,1,5,0,moyen
36,25,19.52,6,0,18,2,4,moyen
29,21,19.87,8,0,3,2,5,moyen
38,34,11.2,3,0,20,1,5,moyen
39,39,15.91,0,0,18,3,0,fort
35,27,11.24,7,0,5,3,2,moyen
28,25,15.19,0,1,7,4,4,moyen
32,24,16.77,4,1,13,4,0,moyen
31,29,14.25,0,0,4,4,0,fort
29,19,15.57,9,1,16,4,3,moyen
32,26,15.74,4,1,19,6,1,moyen
31,31,19.27,0,0,5,4,3,fort
38,25,19.92,1,3,10,5,1,moyen
36,25,19.82,6,5,18,5,4,moyen
27,22,13.11,3,2,7,3,3,moyen
40,32,15.0,6,0,4,4,0,moyen
37,37,10.39,0,0,1,1,4,très fort
37,35,13.43,0,2,5,6,1,fort
36,36,14.48,0,0,4,4,5,très fort
27,20,18.04,6,0,6,1,0,moyen
26,24,13.72,1,1,9,5,5,moyen
28,17,11.18,7,1,12,4,3,moyen
29,19,12.43,6,0,17,6,2,moyen
35,22,15.12,10,1,5,1,4,moyen
39,33,14.3,0,5,2,6,3,moyen
39,31,12.81,4,1,10,5,5,moyen
35,34,17.32,0,0,3,0,5,fort
35,34,12.33,1,0,18,3,1,fort
30,23,18.09,0,3,10,6,4,moyen
30,26,10.79,0,3,17,5,0,moyen
40,39,17.51,1,0,11,6,1,fort
38,27,15.74,5,5,17,6,2,moyen
30,27,11.55,3,0,4,5,3,moyen
39,24,11.72,8,3,10,3,2,moyen
39,28,12.83,6,2,17,3,5,moyen
33,29,13.61,0,0,12,5,0,fort
34,27,12.79,7,0,9,5,0,moyen
32,23,16.73,6,3,3,0,1,moyen
39,27,10.9,7,4,3,0,4,moyen
35,34,15.01,0,1,12,5,1,fort
36,31,14.45,3,2,3,4,2,moyen
33,22,15.71,4,2,14,5,5,moyen
37,35,16.4,0,2,6,0,4,fort
32,31,16.83,1,0,20,5,0,fort
38,32,17.53,2,4,1,1,0,moyen
26,16,12.05,9,0,11,6,3,moyen
30,26,13.13,0,0,0,2,0,fort
35,29,19.21,3,0,7,4,0,moyen
32,22,12.01,5,1,8,1,1,moyen
35,32,15.86,2,0,11,5,4,fort
37,37,11.41,0,0,14,4,4,très fort
40,39,14.41,1,0,5,6,3,fort
28,26,17.56,1,0,20,6,0,moyen
35,35,10.29,0,0,18,2,4,fort
28,24,11.02,4,0,0,5,4,moyen
37,28,15.32,2,0,0,0,0,moyen
34,27,16.47,1,4,5,1,5,moyen
29,28,10.25,1,0,6,4,1,moyen
26,17,15.98,0,3,18,2,5,moyen
33,25,15.38,1,5,2,1,0,moyen
31,21,12.68,8,1,1,2,4,moyen
37,30,19.96,5,1,3,6,1,moyen
38,37,15.22,1,0,11,1,4,fort
32,23,12.02,8,1,18,1,1,moyen
36,30,14.46,0,2,20,6,3,moyen
28,18,18.18,10,0,5,4,5,moyen
26,19,12.56,3,3,2,3,5,moyen
35,29,17.31,0,0,14,6,4,moyen
33,21,13.23,7,5,5,5,2,moyen
26,23,10.89,3,0,20,3,5,moyen
32,27,15.23,0,0,8,4,5,moyen
28,26,12.38,1,1,0,2,2,moyen
30,28,10.72,2,0,13,4,3,fort
35,32,16.77,2,0,5,6,5,fort
27,27,14.98,0,0,20,1,1,moyen
26,26,10.89,0,0,20,6,0,moyen
26,23,11.02,1,1,6,2,1,moyen
32,29,11.89,1,2,0,3,0,fort
35,25,15.02,4,1,0,3,0,moyen
28,22,14.06,0,0,6,1,1,moyen
36,31,10.87,1,1,4,1,3,fort
32,26,12.8,6,0,15,0,0,moyen
36,31,14.26,0,1,6,1,5,fort
38,32,10.65,4,2,7,1,2,moyen
30,25,16.2,1,2,1,0,1,moyen
35,21,13.93,8,5,8,3,5,moyen
36,23,16.07,3,5,10,0,0,moyen
28,19,12.98,3,3,16,1,4,moyen
33,21,18.5,1,4,0,6,0,moyen
40,38,17.85,0,2,11,0,5,fort
27,26,18.11,1,0,20,6,1,moyen
34,30,15.85,1,1,10,3,4,fort
27,23,15.8,0,2,11,5,1,moyen
28,22,17.05,0,1,15,5,2,moyen
27,26,15.57,0,0,8,4,2,moyen
29,20,15.69,7,0,5,0,1,moyen
36,36,13.05,0,0,17,2,0,très fort
38,29,13.65,4,1,15,3,0,moyen
30,22,18.93,4,1,11,2,1,moyen
27,25,10.11,2,0,6,2,2,moyen
36,33,13.7,0,3,3,6,2,moyen
29,28,12.52,1,0,9,4,5,moyen
29,21,19.45,2,2,13,4,0,moyen
40,34,14.98,6,0,20,4,5,moyen
37,26,19.26,8,1,6,0,1,moyen
37,30,11.17,5,2,0,2,3,moyen
29,27,10.73,1,0,9,4,0,moyen
38,27,14.97,0,4,3,6,5,moyen
39,34,14.64,1,3,11,1,0,moyen
39,24,13.57,5,0,10,1,4,moyen
34,34,15.08,0,0,15,2,2,fort
33,26,17.58,5,0,16,0,1,moyen
26,19,19.63,6,1,2,0,5,moyen
35,35,11.55,0,0,1,3,1,fort
37,24,10.76,3,5,11,6,5,moyen
35,35,15.68,0,0,18,6,2,fort
38,23,15.56,3,2,2,4,4,moyen
33,30,19.64,2,1,8,3,4,fort
40,34,19.3,6,0,4,5,4,moyen
35,25,11.62,10,0,0,6,3,moyen
39,25,10.74,7,3,15,5,4,moyen
35,23,17.38,6,4,14,0,0,moyen
40,27,10.01,4,4,11,6,0,moyen
30,22,16.26,7,1,10,0,4,moyen
40,36,16.66,3,0,17,0,0,moyen
34,30,19.84,3,1,0,5,0,moyen
36,26,12.54,2,2,2,2,3,moyen
37,31,13.25,0,2,14,2,1,moyen
31,20,15.59,7,0,17,3,2,moyen
36,36,10.23,0,0,16,4,4,très fort
28,24,10.85,0,3,18,1,3,moyen
28,27,13.81,0,0,20,2,0,moyen
39,29,19.44,4,0,3,2,5,moyen
40,34,10.73,2,1,1,0,2,fort
38,23,11.28,6,2,2,5,4,moyen
37,27,11.3,5,1,10,6,0,moyen
27,27,12.7,0,0,4,6,1,moyen
31,23,19.23,4,0,4,6,4,moyen
40,30,19.33,7,2,18,3,4,moyen
30,25,14.97,0,0,7,2,2,moyen
27,22,11.18,1,4,0,3,0,moyen
36,29,16.94,4,1,8,4,1,moyen
31,29,18.31,1,0,1,1,1,fort
32,32,13.35,0,0,1,0,3,fort
39,31,17.43,8,0,4,2,4,moyen
30,25,18.79,3,1,12,4,5,moyen
31,26,11.46,5,0,15,1,4,moyen
37,27,12.49,1,2,10,4,5,moyen
33,31,13.97,1,0,20,0,3,fort
37,30,10.1,4,0,5,0,3,moyen
37,27,19.25,6,2,2,2,3,moyen
36,26,19.7,7,1,8,1,5,moyen
26,18,10.85,5,1,19,0,2,moyen
39,25,16.75,9,2,1,0,1,moyen
30,28,16.17,2,0,19,3,5,fort
35,29,18.63,4,1,14,0,3,moyen
30,29,13.25,1,0,13,2,5,fort
29,21,16.66,3,4,16,2,5,moyen
28,19,15.64,4,5,0,2,0,moyen
28,26,16.26,2,0,0,6,5,moyen
34,26,15.78,4,4,3,5,4,moyen
